id,mod_id,courseID,mod_type,name,order,childOrder,treelevel,chpModPar,seqModPar,vrtModPar,Framing ,Social ,LO.1,LO.2,LO.3,LO.4,LO.6,LO.7,LO.8,LO.9
block-v1:MITxPRO+AMxB+1T2018+type@html+block@7450b070eb784ee9a9e597d1e0880de2,7450b070eb784ee9a9e597d1e0880de2,MITxPRO+AMxB+1T2018,html,,110,4,4,e78489e9108148f8aeb72d12bdded398,9877b30dba0d4f6dac79221dead81e77,467c5866738241699a50730e79b55c16,0,0,1,0,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@sequential+block@8cd1733a33b042358025e4bcd8d2c918,8cd1733a33b042358025e4bcd8d2c918,MITxPRO+AMxB+1T2018,sequential,Defining Additive Manufacturing (10 min),111,2,2,e78489e9108148f8aeb72d12bdded398,8cd1733a33b042358025e4bcd8d2c918,,0,0,1,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@699fd8da85b24a7d927e09bf91f6db66,699fd8da85b24a7d927e09bf91f6db66,MITxPRO+AMxB+1T2018,vertical,Defining Additive Manufacturing,112,1,3,e78489e9108148f8aeb72d12bdded398,8cd1733a33b042358025e4bcd8d2c918,699fd8da85b24a7d927e09bf91f6db66,0,0,1,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@3763b9f526ae44f2ac2ac49749c15661,3763b9f526ae44f2ac2ac49749c15661,MITxPRO+AMxB+1T2018,html,,113,1,4,e78489e9108148f8aeb72d12bdded398,8cd1733a33b042358025e4bcd8d2c918,699fd8da85b24a7d927e09bf91f6db66,0,0,1,0,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@video+block@b10ef23438f9466882d17e3f0abd0149,b10ef23438f9466882d17e3f0abd0149,MITxPRO+AMxB+1T2018,video,Defining Additive Manufacturing,114,2,4,e78489e9108148f8aeb72d12bdded398,8cd1733a33b042358025e4bcd8d2c918,699fd8da85b24a7d927e09bf91f6db66,0,0,1,0,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@c7a622c4d84241c595bc384162598ed1,c7a622c4d84241c595bc384162598ed1,MITxPRO+AMxB+1T2018,html,,115,3,4,e78489e9108148f8aeb72d12bdded398,8cd1733a33b042358025e4bcd8d2c918,699fd8da85b24a7d927e09bf91f6db66,0,0,1,0,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@problem+block@a137964dcca34365ba31a7563531e07b,a137964dcca34365ba31a7563531e07b,MITxPRO+AMxB+1T2018,problem,Question #1,116,4,4,e78489e9108148f8aeb72d12bdded398,8cd1733a33b042358025e4bcd8d2c918,699fd8da85b24a7d927e09bf91f6db66,0,0,1,0,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@5b7be604e0a24022b6e4c88a2391e099,5b7be604e0a24022b6e4c88a2391e099,MITxPRO+AMxB+1T2018,html,,117,5,4,e78489e9108148f8aeb72d12bdded398,8cd1733a33b042358025e4bcd8d2c918,699fd8da85b24a7d927e09bf91f6db66,0,0,1,0,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@problem+block@5fa68b182e974d6b82927d21dd4e4f9a,5fa68b182e974d6b82927d21dd4e4f9a,MITxPRO+AMxB+1T2018,problem,Question #2,118,6,4,e78489e9108148f8aeb72d12bdded398,8cd1733a33b042358025e4bcd8d2c918,699fd8da85b24a7d927e09bf91f6db66,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@problem+block@b0a012fae6fe4eb0af63473d516476b7,b0a012fae6fe4eb0af63473d516476b7,MITxPRO+AMxB+1T2018,problem,Question #3,119,7,4,e78489e9108148f8aeb72d12bdded398,8cd1733a33b042358025e4bcd8d2c918,699fd8da85b24a7d927e09bf91f6db66,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@problem+block@4be29d7cb0e4400887b4848365b47a4d,4be29d7cb0e4400887b4848365b47a4d,MITxPRO+AMxB+1T2018,problem,Question #4,120,8,4,e78489e9108148f8aeb72d12bdded398,8cd1733a33b042358025e4bcd8d2c918,699fd8da85b24a7d927e09bf91f6db66,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@problem+block@8288c793632d4a81a50ef5e13bf8911c,8288c793632d4a81a50ef5e13bf8911c,MITxPRO+AMxB+1T2018,problem,Question #5,121,9,4,e78489e9108148f8aeb72d12bdded398,8cd1733a33b042358025e4bcd8d2c918,699fd8da85b24a7d927e09bf91f6db66,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@problem+block@083e170a98cc47909270dde338cffbff,083e170a98cc47909270dde338cffbff,MITxPRO+AMxB+1T2018,problem,Question #6,122,10,4,e78489e9108148f8aeb72d12bdded398,8cd1733a33b042358025e4bcd8d2c918,699fd8da85b24a7d927e09bf91f6db66,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@sequential+block@d48f31de5fec40e7aabaf8564db7f63c,d48f31de5fec40e7aabaf8564db7f63c,MITxPRO+AMxB+1T2018,sequential,The Importance of Additive Manufacturing (15 min),123,3,2,e78489e9108148f8aeb72d12bdded398,d48f31de5fec40e7aabaf8564db7f63c,,0,0,1,0,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@59148677277445f689d50dc200278211,59148677277445f689d50dc200278211,MITxPRO+AMxB+1T2018,vertical,The Importance of Additive Manufacturing,124,1,3,e78489e9108148f8aeb72d12bdded398,d48f31de5fec40e7aabaf8564db7f63c,59148677277445f689d50dc200278211,0,0,1,0,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@043d02d4e89541cdb2c73ca0d2eca377,043d02d4e89541cdb2c73ca0d2eca377,MITxPRO+AMxB+1T2018,html,,125,1,4,e78489e9108148f8aeb72d12bdded398,d48f31de5fec40e7aabaf8564db7f63c,59148677277445f689d50dc200278211,0,0,1,0,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@video+block@1ee01257a4174216a0bf6d64ad67decf,1ee01257a4174216a0bf6d64ad67decf,MITxPRO+AMxB+1T2018,video,The Importance of AM,126,2,4,e78489e9108148f8aeb72d12bdded398,d48f31de5fec40e7aabaf8564db7f63c,59148677277445f689d50dc200278211,0,0,1,0,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@problem+block@091e476b9c794d019c1660622a3a12f6,091e476b9c794d019c1660622a3a12f6,MITxPRO+AMxB+1T2018,problem,Question #1,127,3,4,e78489e9108148f8aeb72d12bdded398,d48f31de5fec40e7aabaf8564db7f63c,59148677277445f689d50dc200278211,0,0,1,0,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@problem+block@d4f85f1570bf4ced82ef64cab4fa68f4,d4f85f1570bf4ced82ef64cab4fa68f4,MITxPRO+AMxB+1T2018,problem,Question #2,128,4,4,e78489e9108148f8aeb72d12bdded398,d48f31de5fec40e7aabaf8564db7f63c,59148677277445f689d50dc200278211,0,0,1,0,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@b4e40f400718476dad4c66477ccb68d0,b4e40f400718476dad4c66477ccb68d0,MITxPRO+AMxB+1T2018,html,,129,5,4,e78489e9108148f8aeb72d12bdded398,d48f31de5fec40e7aabaf8564db7f63c,59148677277445f689d50dc200278211,0,0,1,0,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@problem+block@ca856b87daac457ab8b54e03644f4264,ca856b87daac457ab8b54e03644f4264,MITxPRO+AMxB+1T2018,problem,Question #3: Aerospace Bracket,130,6,4,e78489e9108148f8aeb72d12bdded398,d48f31de5fec40e7aabaf8564db7f63c,59148677277445f689d50dc200278211,0,0,1,0,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@problem+block@f0d9ed3b227a456f85ef40f79f56e546,f0d9ed3b227a456f85ef40f79f56e546,MITxPRO+AMxB+1T2018,problem,Question #4: Knee Implant,131,7,4,e78489e9108148f8aeb72d12bdded398,d48f31de5fec40e7aabaf8564db7f63c,59148677277445f689d50dc200278211,0,0,1,0,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@problem+block@d59550403f9b49628189ff34f74d3b3d,d59550403f9b49628189ff34f74d3b3d,MITxPRO+AMxB+1T2018,problem,Question #5: Orthodontic Aligner,132,8,4,e78489e9108148f8aeb72d12bdded398,d48f31de5fec40e7aabaf8564db7f63c,59148677277445f689d50dc200278211,0,0,1,0,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@problem+block@432e2e03af924d10b164b60c5fcb86a1,432e2e03af924d10b164b60c5fcb86a1,MITxPRO+AMxB+1T2018,problem,Question #6: Performance Running Shoe,133,9,4,e78489e9108148f8aeb72d12bdded398,d48f31de5fec40e7aabaf8564db7f63c,59148677277445f689d50dc200278211,0,0,1,0,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@sequential+block@74c65c7660364359a8b91c98e763e93b,74c65c7660364359a8b91c98e763e93b,MITxPRO+AMxB+1T2018,sequential,The Additive Manufacturing Industry (25 min),134,4,2,e78489e9108148f8aeb72d12bdded398,74c65c7660364359a8b91c98e763e93b,,0,0,1,0,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@7d50a4dfdb994829a1b1b348ec32eaad,7d50a4dfdb994829a1b1b348ec32eaad,MITxPRO+AMxB+1T2018,vertical,The Additive Manufacturing Industry,135,1,3,e78489e9108148f8aeb72d12bdded398,74c65c7660364359a8b91c98e763e93b,7d50a4dfdb994829a1b1b348ec32eaad,0,0,1,0,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@5fe15241fc4840f1a7fb294182265c39,5fe15241fc4840f1a7fb294182265c39,MITxPRO+AMxB+1T2018,html,,136,1,4,e78489e9108148f8aeb72d12bdded398,74c65c7660364359a8b91c98e763e93b,7d50a4dfdb994829a1b1b348ec32eaad,0,0,1,0,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@video+block@f3cfda7ffa804facb0183da6497283a6,f3cfda7ffa804facb0183da6497283a6,MITxPRO+AMxB+1T2018,video,The Additive Manufacturing Industry,137,2,4,e78489e9108148f8aeb72d12bdded398,74c65c7660364359a8b91c98e763e93b,7d50a4dfdb994829a1b1b348ec32eaad,0,0,1,0,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@d457def4b5744eda84b61b030ba37c4d,d457def4b5744eda84b61b030ba37c4d,MITxPRO+AMxB+1T2018,html,,138,3,4,e78489e9108148f8aeb72d12bdded398,74c65c7660364359a8b91c98e763e93b,7d50a4dfdb994829a1b1b348ec32eaad,0,0,1,0,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@54ce11d3d7d146868c49330c5988da72,54ce11d3d7d146868c49330c5988da72,MITxPRO+AMxB+1T2018,html,,139,4,4,e78489e9108148f8aeb72d12bdded398,74c65c7660364359a8b91c98e763e93b,7d50a4dfdb994829a1b1b348ec32eaad,0,0,1,0,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@discussion+block@391baeed712c4a22b2cf24c3862ebd70,391baeed712c4a22b2cf24c3862ebd70,MITxPRO+AMxB+1T2018,discussion,Where do you see the greatest opportunities for mass production using AM?,140,5,4,e78489e9108148f8aeb72d12bdded398,74c65c7660364359a8b91c98e763e93b,7d50a4dfdb994829a1b1b348ec32eaad,0,0,1,0,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@discussion+block@4ccb45d574ff4f8eb16c6909f28f2925,4ccb45d574ff4f8eb16c6909f28f2925,MITxPRO+AMxB+1T2018,discussion,Can you think of another potential customized product that AM would enable?,141,6,4,e78489e9108148f8aeb72d12bdded398,74c65c7660364359a8b91c98e763e93b,7d50a4dfdb994829a1b1b348ec32eaad,0,0,1,0,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@discussion+block@a2df8dacf5ba431998391eab736836e7,a2df8dacf5ba431998391eab736836e7,MITxPRO+AMxB+1T2018,discussion,What other expertise do you hope to connect with throughout this course to enhance your knowledge of the applications and potential of AM?,142,7,4,e78489e9108148f8aeb72d12bdded398,74c65c7660364359a8b91c98e763e93b,7d50a4dfdb994829a1b1b348ec32eaad,0,0,1,0,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@db3c5597c8dd469e94924741761dd66a,db3c5597c8dd469e94924741761dd66a,MITxPRO+AMxB+1T2018,vertical,Required Reading,143,2,3,e78489e9108148f8aeb72d12bdded398,74c65c7660364359a8b91c98e763e93b,db3c5597c8dd469e94924741761dd66a,0,0,1,0,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@1afa468dc7ce4b91a590366c2a697707,1afa468dc7ce4b91a590366c2a697707,MITxPRO+AMxB+1T2018,html,Text,144,1,4,e78489e9108148f8aeb72d12bdded398,74c65c7660364359a8b91c98e763e93b,db3c5597c8dd469e94924741761dd66a,0,0,1,0,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@problem+block@c69e8c4f31b84da1819bfbd83719e7d2,c69e8c4f31b84da1819bfbd83719e7d2,MITxPRO+AMxB+1T2018,problem,Question #1,145,2,4,e78489e9108148f8aeb72d12bdded398,74c65c7660364359a8b91c98e763e93b,db3c5597c8dd469e94924741761dd66a,0,0,1,0,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@problem+block@b30f0577ae11446a85aff7721bcfcf2f,b30f0577ae11446a85aff7721bcfcf2f,MITxPRO+AMxB+1T2018,problem,Question #2,146,3,4,e78489e9108148f8aeb72d12bdded398,74c65c7660364359a8b91c98e763e93b,db3c5597c8dd469e94924741761dd66a,0,0,1,0,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@problem+block@b6a4f407524b40eeb08d984b32836876,b6a4f407524b40eeb08d984b32836876,MITxPRO+AMxB+1T2018,problem,Question #3,147,4,4,e78489e9108148f8aeb72d12bdded398,74c65c7660364359a8b91c98e763e93b,db3c5597c8dd469e94924741761dd66a,0,0,1,0,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@problem+block@83df58e45bca4a728eb3dcb87532e1a1,83df58e45bca4a728eb3dcb87532e1a1,MITxPRO+AMxB+1T2018,problem,Question #4,148,5,4,e78489e9108148f8aeb72d12bdded398,74c65c7660364359a8b91c98e763e93b,db3c5597c8dd469e94924741761dd66a,0,0,1,0,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@5fcfdbc511594d9fb3d368bcbc0adf84,5fcfdbc511594d9fb3d368bcbc0adf84,MITxPRO+AMxB+1T2018,html,Text,149,6,4,e78489e9108148f8aeb72d12bdded398,74c65c7660364359a8b91c98e763e93b,db3c5597c8dd469e94924741761dd66a,0,0,1,0,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@problem+block@1a4bb735ff0049dba3a0633edf68276a,1a4bb735ff0049dba3a0633edf68276a,MITxPRO+AMxB+1T2018,problem,Question #5,150,7,4,e78489e9108148f8aeb72d12bdded398,74c65c7660364359a8b91c98e763e93b,db3c5597c8dd469e94924741761dd66a,0,0,1,0,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@problem+block@7228edcdafd748a8ba059ace1ec6a202,7228edcdafd748a8ba059ace1ec6a202,MITxPRO+AMxB+1T2018,problem,Question #6,151,8,4,e78489e9108148f8aeb72d12bdded398,74c65c7660364359a8b91c98e763e93b,db3c5597c8dd469e94924741761dd66a,0,0,1,0,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@sequential+block@6d54ff01f3c54dd0aba84f35c614d7ef,6d54ff01f3c54dd0aba84f35c614d7ef,MITxPRO+AMxB+1T2018,sequential,The Additive Manufacturing Workflow (10 min),152,5,2,e78489e9108148f8aeb72d12bdded398,6d54ff01f3c54dd0aba84f35c614d7ef,,0,0,1,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@4380ba3365394484bcb916b3a8fff869,4380ba3365394484bcb916b3a8fff869,MITxPRO+AMxB+1T2018,vertical,The Additive Manufacturing Workflow,153,1,3,e78489e9108148f8aeb72d12bdded398,6d54ff01f3c54dd0aba84f35c614d7ef,4380ba3365394484bcb916b3a8fff869,0,0,1,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@6ad12d818d9a441c87b8c41450b11f12,6ad12d818d9a441c87b8c41450b11f12,MITxPRO+AMxB+1T2018,html,Text,154,1,4,e78489e9108148f8aeb72d12bdded398,6d54ff01f3c54dd0aba84f35c614d7ef,4380ba3365394484bcb916b3a8fff869,0,0,1,0,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@video+block@fc68686f026f4a1c8b21f5339ac0044c,fc68686f026f4a1c8b21f5339ac0044c,MITxPRO+AMxB+1T2018,video,The AM Workflow (from CAD to part),155,2,4,e78489e9108148f8aeb72d12bdded398,6d54ff01f3c54dd0aba84f35c614d7ef,4380ba3365394484bcb916b3a8fff869,0,0,1,0,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@550b719286db44248d48173c92970f5b,550b719286db44248d48173c92970f5b,MITxPRO+AMxB+1T2018,html,Text,156,3,4,e78489e9108148f8aeb72d12bdded398,6d54ff01f3c54dd0aba84f35c614d7ef,4380ba3365394484bcb916b3a8fff869,0,0,1,0,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@20ccdcf059974bbea51abef68782ce5c,20ccdcf059974bbea51abef68782ce5c,MITxPRO+AMxB+1T2018,html,,157,4,4,e78489e9108148f8aeb72d12bdded398,6d54ff01f3c54dd0aba84f35c614d7ef,4380ba3365394484bcb916b3a8fff869,0,0,1,0,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@problem+block@2afff631870d43df9cf42c91ff1c375f,2afff631870d43df9cf42c91ff1c375f,MITxPRO+AMxB+1T2018,problem,Question #1,158,5,4,e78489e9108148f8aeb72d12bdded398,6d54ff01f3c54dd0aba84f35c614d7ef,4380ba3365394484bcb916b3a8fff869,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@problem+block@25a120914939487ab01f3e320cb238f4,25a120914939487ab01f3e320cb238f4,MITxPRO+AMxB+1T2018,problem,Question #2,159,6,4,e78489e9108148f8aeb72d12bdded398,6d54ff01f3c54dd0aba84f35c614d7ef,4380ba3365394484bcb916b3a8fff869,0,0,0,1,0,0,0,0,0,0
